"","day","temp","dewp","wdsp","nrm"
"584",7,76.6,61,6.7,0.825065274151436
"585",1,75.6,58.4,5.1,0.851174934725849
"586",2,78.6,61.5,9.6,0.759791122715405
"587",3,79.9,60.7,5.7,0.556135770234987
"588",4,83.1,65.2,4.2,0.548302872062663
"589",5,84.6,69.6,8.6,0.887728459530026
"590",6,81.5,73.6,6.6,0.610966057441253
"591",7,78.4,71.9,7.2,0.819843342036554
"592",1,78.4,64.4,4.7,0.861618798955614
"593",2,75.5,67.2,6.7,0.861618798955614
"594",3,76.4,68.5,7.2,0.793733681462141
"595",4,79.1,65.9,6.4,0.913838120104439
"596",5,79.1,69,6.2,0.66579634464752
"597",6,76.6,65.6,7.2,0.733681462140992
"598",7,75.8,68.1,9.6,0.866840731070496
"599",1,68.5,54.9,8.9,0.715404699738903
"600",2,69.6,52,3.5,0.563968668407311
"601",3,73.6,58,8.5,0.626631853785901
"602",4,76.9,66.4,10.6,0.81201044386423
"603",5,77.9,69.1,6.6,0.673629242819843
"604",6,74.2,62.3,5,0.759791122715405
"605",7,75.9,67.5,7.8,0.801566579634465
"606",1,78.5,69.8,5.2,0.765013054830287
"607",2,78.4,68.9,6.2,0.966057441253264
"608",3,78.9,70.7,4.6,0.634464751958224
"609",4,74.6,62.7,8.8,0.697127937336815
"611",6,69.8,55.5,9.1,0.74934725848564
"612",7,70.2,55.4,6.5,0.830287206266319
"613",1,72.2,57.1,6.7,0.697127937336815
"614",2,77.6,63,8.1,0.806788511749347
"615",3,83.8,71.8,9.3,0.650130548302872
"616",4,85.1,71.6,9.5,0.550913838120104
"617",5,77.3,70.3,9.4,0.736292428198433
"618",6,75.2,66.7,4.3,0.798955613577023
"619",7,70.3,60.5,7.8,0.66579634464752
"620",1,66.8,50.9,4.8,0.642297650130548
"621",2,70.7,51.7,7.4,0.733681462140992
"622",3,74.4,58.4,7.8,0.715404699738903
"623",4,71.6,58.7,9.3,0.804177545691906
"624",5,70.8,57.5,7.4,0.81201044386423
"625",6,74.1,60.3,9.6,0.767624020887728
"626",7,74.8,62.9,8.8,0.840731070496084
"627",1,72,54.6,3.6,0.702349869451697
"628",2,74.9,55,7.6,0.522193211488251
"629",3,77.3,55.2,7.8,0.731070496083551
"630",4,73.1,62.1,7.5,0.571801566579634
"631",5,75,62.4,3.8,0.83289817232376
"632",6,74,65.5,6.5,0.864229765013055
"633",7,70.8,62.7,9.3,0.838120104438642
"634",1,74,62,7.4,0.775456919060052
"635",2,67.8,46.2,12.7,0.657963446475196
"636",3,62.4,34.6,11.4,0.5822454308094
"637",4,57.3,45.9,9.4,0.318537859007833
"638",5,62.7,56,13.7,0.496083550913838
"639",6,63.3,58.2,12.5,0.678851174934726
"640",7,62.1,57.4,6.2,0.908616187989556
"641",1,61.9,56.7,6,0.509138381201044
"642",2,63.7,55.8,3.9,0.678851174934726
"643",3,66.7,56.1,7,0.60313315926893
"644",4,72.2,57.4,9.4,0.765013054830287
"645",5,67.8,60.6,3.5,0.631853785900783
"646",6,67,56.7,9.3,0.91644908616188
"647",7,54.1,37.6,5.8,0.530026109660574
"648",1,56.7,44.8,6.2,0.443864229765013
"649",2,59.8,44.9,5.6,0.548302872062663
"650",3,66.5,48.3,8,0.483028720626632
"651",4,63.8,53.4,10,0.608355091383812
"652",5,49.6,37,6.6,0.472584856396867
"653",6,53.9,40.3,5.3,0.806788511749347
"654",7,61.4,53,10,0.81201044386423
"655",1,69.4,62.5,7.8,0.723237597911227
"656",2,73.6,63.9,12.6,0.796344647519582
"657",3,74.3,59.7,14.2,0.684073107049608
"658",4,62.3,48,3.5,0.522193211488251
"659",5,57,47.1,10.2,0.535248041775457
"660",6,49.5,33.8,11.5,0.647519582245431
"661",7,48,32.2,6.2,0.681462140992167
"662",1,58,44.3,8.2,0.712793733681462
"663",2,54.3,40.9,8.4,0.671018276762402
"664",3,48.5,36.3,5.3,0.5822454308094
"665",4,48.3,41.4,9.9,0.485639686684073
"666",5,49,42.1,7.4,0.566579634464752
"667",6,51.6,43.8,7.2,0.757180156657963
"668",7,67.1,57.8,10.7,0.83289817232376
"669",1,56.2,48.5,10.1,0.715404699738903
"670",2,50.4,40.8,6.9,0.926892950391645
"672",4,64.6,56.8,3.7,0.618798955613577
"673",5,57.8,50.9,5.3,0.70757180156658
"674",6,54.9,42.9,4.6,0.70757180156658
"675",7,56.1,44,6.2,0.806788511749347
"676",1,58.3,46,3.5,0.629242819843342
"677",2,57.6,42.5,4.8,0.587467362924282
"678",3,57.1,45.3,7.4,0.344647519582245
"679",4,51.5,35.6,8.8,0.438642297650131
"680",5,51.3,33.3,10.8,0.550913838120104
"681",6,51.4,36.1,12.4,0.744125326370757
"682",7,45.3,31.1,7.1,0.702349869451697
"683",1,45.7,29.8,8.9,0.386422976501305
"684",2,49,34.9,8,0.412532637075718
"685",3,48.2,42,3,0.522193211488251
"686",4,49.6,42.1,2.9,0.673629242819843
"687",5,58.2,45.4,9.8,0.778067885117493
"688",6,62.8,48.2,13.7,0.736292428198433
"689",7,38.9,23.5,17.7,0.428198433420366
"690",1,30.6,15.4,8.9,0.394255874673629
"691",2,32,17.5,4.5,0.446475195822454
"692",3,35.5,24.7,4.9,0.548302872062663
"693",4,40.7,34.4,8.5,0.488250652741514
"694",5,41.3,35.5,8.2,0.0574412532637076
"695",6,39,31.7,6.9,0.462140992167102
"696",7,40,31.8,6.3,0.540469973890339
"697",1,39.4,34.4,8.1,0.472584856396867
"698",2,46.3,40.2,13.3,0.472584856396867
"699",3,51.5,43.5,11.6,0.485639686684073
"700",4,42.1,34,8.6,0.483028720626632
"701",5,38.9,30.4,12.4,0.806788511749347
"702",6,38.6,30.1,7.7,0.838120104438642
"703",7,34.5,22.1,6.3,0.642297650130548
"704",1,33,26,3.6,0.216710182767624
"705",2,33.4,29.7,8.1,0.428198433420366
"706",3,34.2,29.7,5.9,0.459530026109661
"707",4,28.1,17.7,12.9,0.386422976501305
"708",5,22.3,11.8,15,0.245430809399478
"709",6,23.8,13.8,9.4,0.407310704960835
"710",7,22,12.2,6.9,0.261096605744125
"711",1,27.6,22.4,7.9,0
"712",2,27,21.1,9.5,0.305483028720627
"713",3,18.4,8.3,7,0.161879895561358
"714",4,11.7,-0.6,10.7,0.255874673629243
"715",5,5.8,-7.2,11.3,0.177545691906005
"716",6,14.4,2.6,7.2,0.477806788511749
"717",7,23.1,17.2,5.6,0.266318537859008
"718",1,13.4,4.3,12,0.0365535248041775
"719",2,2.2,-8.8,8.1,0.386422976501305
"720",3,21,7.3,14.1,0.472584856396867
"721",4,28.1,18.3,7.5,0.563968668407311
"722",5,35.6,25.2,8.5,0.496083550913838
"723",6,32.2,25.4,6.1,0.563968668407311
"724",7,35.8,31.2,5.2,0.240208877284595
"726",2,47.4,40.7,14.4,0.352480417754569
"727",3,29.9,18.2,13.2,0.394255874673629
"728",4,32.7,22.7,8.2,0.548302872062663
"729",5,35,24.6,13.4,0.352480417754569
"730",6,30.9,16.6,10.9,0.600522193211488
"731",7,37.4,20.7,13.4,0.501305483028721
"733",2,36.1,28.6,6.1,0.282776349614396
"734",3,40.3,37.2,6.6,0.55012853470437
"735",4,19.1,7.3,14.2,0.280205655526992
"736",5,10.9,-1.9,10.9,0.275064267352185
"737",6,5.9,-7.2,8.7,0.251928020565553
"738",7,8.3,-5.4,7.8,0.295629820051414
"739",1,10.9,-5,9,0.223650385604113
"740",2,23.1,10.7,10.4,0.539845758354756
"741",3,39.8,31.3,17.9,0.519280205655527
"742",4,33.9,27.1,11.6,0.408740359897172
"743",5,28.4,24.4,11.8,0.362467866323907
"744",6,22.9,11.1,8.8,0.760925449871465
"745",7,30.1,18.4,5.4,0.467866323907455
"746",1,28.1,18.5,2.5,0.393316195372751
"747",2,34.3,29,4.8,0.383033419023136
"748",3,36.7,36,7.7,0.519280205655527
"749",4,33.6,32,9.1,0.524421593830334
"750",5,35.6,32.5,6.3,0.604113110539846
"751",6,38.7,37.5,7,0.719794344473008
"752",7,49.6,44.7,7.1,0.727506426735218
"753",1,43.9,39.6,4.5,0.61439588688946
"754",2,40.7,34.4,9.6,0.735218508997429
"755",3,38.4,31.8,6.6,0.598971722365039
"756",4,38.9,33.5,9.9,0.629820051413882
"757",5,34.3,28.8,11.5,0.439588688946015
"758",6,29,19.5,11.7,0.722365038560411
"759",7,27.7,19.5,11.8,0.583547557840617
"760",1,27.6,15.5,9,0.334190231362468
"761",2,24.1,8.8,9.7,0.650385604113111
"762",3,38.2,28.1,13.6,0.593830334190231
"763",4,35.9,24.2,10.1,0.879177377892031
"764",5,22,5.8,11,0.429305912596401
"765",6,20.7,2.3,9.6,0.424164524421594
"766",7,24.1,5.3,10.7,0.347043701799486
"767",1,34,16.6,10.2,0.493573264781491
"768",2,37.3,28,6.1,0.665809768637532
"769",3,46,43.7,6.8,0.48586118251928
"770",4,32.2,23.4,10.9,0.419023136246787
"771",5,20.2,3,12.3,0.424164524421594
"772",6,26.7,13.6,12.1,0.619537275064267
"773",7,42.7,33,6.8,0.516709511568123
"774",1,41.3,26.9,14.3,0.447300771208226
"775",2,36.1,18.9,8.6,0.552699228791774
"776",3,41.4,25.6,11,0.537275064267352
"777",4,34.4,15.2,12.1,0.437017994858612
"778",5,35.1,12.5,6.7,0.431876606683805
"779",6,46.4,28.9,6.9,0.840616966580977
"780",7,56.9,34.7,8.2,0.627249357326478
"781",1,51.4,33,2.2,0.439588688946015
"782",2,55.1,40.8,7.4,0.532133676092545
"783",3,59.7,49.4,8,0.44987146529563
"784",4,57.9,52.1,8.2,0.51413881748072
"785",5,51.6,44,11.5,0.390745501285347
"786",6,40.8,37.6,9.1,0.403598971722365
"787",7,30.4,21,13.4,0.246786632390745
"788",1,33.1,16,11.5,0.187660668380463
"789",2,42.8,27.3,6.8,0.334190231362468
"790",3,52,44.8,11.4,0.329048843187661
"791",4,47.3,43.5,10.5,0.609254498714653
"792",5,32.4,20.3,10,0.32133676092545
"793",6,27.8,6.1,10,0.437017994858612
"794",7,33.7,21.5,9,0.334190231362468
"795",1,42.4,28.6,12.1,0.408740359897172
"796",2,54.6,46.5,15.3,0.462724935732648
"797",3,54.5,39.4,18.8,0.460154241645244
"798",4,46.3,19,19.4,0.42159383033419
"799",5,39.3,18.5,8.5,0.444730077120823
"800",6,31.8,6.4,12.1,0.419023136246787
"801",7,24,-4.8,8.2,0.398457583547558
"802",1,27.1,1,5.7,0.12853470437018
"803",2,29,21.8,10.2,0.0976863753213368
"805",4,24.1,7.7,11,0.264781491002571
"806",5,29.8,11.9,6.3,0.424164524421594
"807",6,39,31.1,8,0.529562982005141
"808",7,42.4,31.8,12.1,0.439588688946015
"809",1,41.5,30.6,5.2,0.259640102827764
"810",2,47.9,39.4,9.6,0.493573264781491
"811",3,43.3,29.8,9.5,0.377892030848329
"812",4,32.3,19.1,14.1,0.370179948586118
"813",5,37.8,21.5,9.4,0.419023136246787
"814",6,59.9,40.9,12.9,0.70694087403599
"815",7,43.7,41.3,10.6,0.493573264781491
"816",1,53.1,50.2,7.4,0.511568123393316
"817",2,50,47.7,7.4,0.562982005141388
"818",3,43.1,36.9,9.6,0.437017994858612
"819",4,42.3,36,9.9,0.426735218508997
"820",5,44.1,41.1,12.2,0.480719794344473
"821",6,39.6,36.9,15.7,0.704370179948586
"822",7,44.2,27.9,5.6,0.830334190231362
"823",1,50.3,27.7,6.2,0.480719794344473
"824",2,49.3,42.3,6.5,0.496143958868895
"825",3,48.6,44.2,8.1,0.537275064267352
"826",4,44.9,40.2,12.7,0.334190231362468
"827",5,42.9,34.3,18.7,0.424164524421594
"828",6,43.8,21.9,11.8,0.516709511568123
"829",7,51.2,27.3,9.2,0.496143958868895
"830",1,64.8,44.4,13.5,0.663239074550129
"831",2,68,54.3,14.3,0.460154241645244
"832",3,47.7,41.4,7.8,0.51413881748072
"833",4,48.2,36.3,5.6,0.573264781491003
"834",5,50.9,36.5,8.3,0.416452442159383
"835",6,55.4,43.1,7.4,0.694087403598972
"836",7,70.3,56.2,13.8,0.80719794344473
"837",1,67.8,53,12,0.470437017994859
"838",2,59.7,35.9,5,0.640102827763496
"839",3,58.1,40.2,9,0.596401028277635
"840",4,64.5,54,8.1,0.655526992287918
"841",5,58.4,49.5,10.9,0.539845758354756
"842",6,50.6,36.1,12.6,0.799485861182519
"843",7,50.3,31.3,11.1,0.508997429305913
"844",1,54.9,29.2,4,0.51413881748072
"845",2,57.7,35.4,6.6,0.598971722365039
"846",3,66.4,45.7,9.8,0.652956298200514
"847",4,71.3,55.3,11.2,0.655526992287918
"848",5,54.6,49,12.2,0.547557840616967
"849",6,49.6,40.9,5.4,0.845758354755784
"850",7,45.6,39.6,14.9,0.287917737789203
"851",1,45.2,44.2,15,0.393316195372751
"852",2,51.7,46.7,11.6,0.920308483290488
"853",3,46.1,39.2,14.9,0.478149100257069
"854",4,48.1,34.3,6,0.606683804627249
"855",5,48.9,37,11.9,0.611825192802057
"856",6,49,38.3,15.1,0.755784061696658
"857",7,50.5,36.3,12.3,0.539845758354756
"858",1,48,26.1,8.5,0.323907455012853
"859",2,46.6,26.8,6.3,0.519280205655527
"860",3,48.3,37.1,5.8,0.524421593830334
"861",4,55.4,41.4,6.1,0.411311053984576
"862",5,54.7,48.7,9.3,0.596401028277635
"863",6,59,42.2,6.3,0.886889460154242
"864",7,63.2,45.4,6.4,0.568123393316195
"865",1,63.3,45.1,6.2,0.537275064267352
"866",2,64.9,45.9,6.7,0.946015424164524
"867",3,76.9,58.3,10.5,0.627249357326478
"868",4,78.9,59.2,15.5,0.850899742930591
"869",5,75.5,59.6,16.6,0.699228791773779
"870",6,48.3,41,17.3,0.701799485861183
"871",7,53.3,48.7,10.6,0.413881748071979
"872",1,62.1,54.3,9.8,0.740359897172236
"873",2,59.1,43.6,12.1,0.750642673521851
"874",3,60.9,54.3,7.7,0.604113110539846
"875",4,57,53.2,9.6,0.665809768637532
"876",5,58.3,51.5,10.4,0.668380462724936
"877",6,60.8,52.8,5.4,0.67866323907455
"878",7,63.4,55.2,6.7,0.763496143958869
"879",1,67,56.4,5.2,0.519280205655527
"880",2,70.1,47.9,10.6,0.681233933161954
"881",3,66,44.8,9.7,0.799485861182519
"882",4,64.8,45.1,8.3,0.606683804627249
"883",5,67.1,42.4,5.3,0.992287917737789
"884",6,71.9,42.4,5.4,0.868894601542416
"885",7,75.2,49.4,6.2,0.822622107969152
"886",1,81,59.6,7.3,0.814910025706941
"887",2,71.3,57.5,9,0.601542416452442
"888",3,64.8,46.5,12.1,0.827763496143959
"889",4,67,45.9,10,0.730077120822622
"890",5,70.4,45,4.3,0.683804627249357
"891",6,75.6,53.4,8.6,0.804627249357326
"892",7,76.1,55.2,12.3,0.724935732647815
"893",1,82.1,57.6,13.8,0.796915167095116
"894",2,84.7,62.1,11.8,0.611825192802057
"895",3,80.3,64.5,6.7,0.781491002570694
"896",4,77.7,66.2,7.4,0.683804627249357
"897",5,77.2,64.8,7.9,0.822622107969152
"898",6,77.8,62.2,9.4,0.853470437017995
"899",7,80.5,67.5,9.1,0.830334190231362
"900",1,75.6,63.8,10.8,0.727506426735218
"901",2,70.7,56,8.1,0.622107969151671
"902",3,66.6,54.6,8.8,0.768637532133676
"903",4,68.5,56.2,5.8,0.727506426735218
"904",5,79.3,66.3,10.1,0.812339331619537
"905",6,76.7,62.8,10.4,0.704370179948586
"906",7,70,52,11.6,0.812339331619537
"907",1,65.4,46.6,11,0.755784061696658
"908",2,64.7,46.8,10.5,0.730077120822622
"909",3,65.3,45.7,6,0.691516709511568
"910",4,69.8,52.3,10.6,0.524421593830334
"911",5,76.2,64.7,11.5,0.701799485861183
"912",6,73.7,67.5,6,0.70694087403599
"914",1,75.4,57.3,7.4,0.712082262210797
"915",2,75.2,64.5,6.6,0.925449871465296
"916",3,74.5,62.8,7.9,0.753213367609255
"917",4,78.3,61.5,6.4,0.912596401028278
"918",5,82.2,64.4,5.1,0.7146529562982
"919",6,81.5,67.7,9.1,0.655526992287918
"920",7,71.5,55.4,7.5,0.658097686375321
"921",1,74.7,52.5,7,0.820051413881748
"922",2,78.2,67.9,8.4,0.709511568123393
"923",3,78.2,70.6,4.4,0.683804627249357
"924",4,77.3,70.8,8.2,0.480719794344473
"925",5,78.4,69.5,8.5,0.812339331619537
"926",6,72.2,61,7.6,0.758354755784062
"927",7,71,59.1,5.2,0.992287917737789
"928",1,73.1,62.5,10.3,0.794344473007712
"929",2,69.2,57.7,6.7,0.879177377892031
"930",3,76,59.4,3.3,0.74293059125964
"931",4,80.5,66.9,6.8,0.681233933161954
"932",5,77.3,70,8,0.660668380462725
"933",6,81.5,70.2,6.1,0.655526992287918
"934",7,78,70.5,8.7,0.647814910025707
"935",1,80.3,67.6,5.2,0.87146529562982
"936",2,71.5,61,10.2,0.7146529562982
"937",3,73.1,58.3,7.3,0.892030848329049
"938",4,76.6,63.1,6.8,0.640102827763496
"939",5,78.6,70.1,8.1,0.737789203084833
"940",6,74.2,62.6,12.4,0.894601542416452
"941",7,72.7,54.5,11.4,0.763496143958869
"942",1,73.5,59,4.9,0.809768637532134
"943",2,76.8,60.3,3.5,0.745501285347044
"945",4,77.2,64.2,5.4,0.696658097686375
"946",5,76.8,67.4,7.6,0.889460154241645
"949",1,71.9,57.3,6.1,0.930591259640103
"950",2,70.5,57.8,6.6,0.694087403598972
"951",3,70.4,51.9,4.4,0.681233933161954
"952",4,74.6,56.1,3.5,0.683804627249357
"953",5,75.6,58.7,7.7,0.737789203084833
"954",6,74,60.8,8.5,0.673521850899743
"955",7,69.4,57.1,8.4,0.794344473007712
"956",1,69.3,55.5,3.2,0.583547557840617
"957",2,74,58.6,4.8,0.802056555269923
"958",3,76.5,65.3,6.6,0.750642673521851
"959",4,77.1,66.3,6.5,0.750642673521851
"960",5,78.3,69.4,12.4,0.681233933161954
"961",6,75.1,62.4,10.3,0.915167095115681
"962",7,74.8,59.1,6,1
"963",1,77.2,61.2,5.8,0.701799485861183
"964",2,79.5,69.9,7,0.645244215938303
"965",3,75.2,64.9,11.1,0.712082262210797
"966",4,69.5,51.4,8.2,0.627249357326478
"967",5,67.7,54.7,7.5,0.766066838046273
"968",6,64.4,48.8,5.5,0.694087403598972
"969",7,68.6,52.2,5.7,0.712082262210797
"970",1,70.3,54.2,7.4,0.647814910025707
"971",2,70.6,61.1,4.6,0.475578406169666
"972",3,70,62.4,4.1,0.568123393316195
"973",4,70.3,59.9,4.4,0.732647814910026
"974",5,70.1,59.2,11.1,0.596401028277635
"976",7,64,45.8,4.1,0.688946015424165
"977",1,68.4,55,6.3,0.652956298200514
"978",2,73.5,58.6,10.9,0.547557840616967
"979",3,64.1,48.9,11,0.516709511568123
"980",4,58.4,45,8,0.372750642673522
"981",5,60.6,46.2,7.7,0.57840616966581
"982",6,63.5,48.5,5.3,0.511568123393316
"983",7,64.5,48.5,8.9,0.596401028277635
"984",1,62.5,46.4,6.9,0.606683804627249
"985",2,64,48.8,5.1,0.483290488431877
"986",3,67,54,7.2,0.573264781491003
"987",4,67.6,60.1,5.2,0.521850899742931
"988",5,67.9,61,3.9,0.593830334190231
"989",6,74.9,60.5,7.5,0.784061696658098
"990",7,77.8,61.5,7.8,0.830334190231362
"991",1,78.4,62.9,7.1,0.794344473007712
"992",2,69.2,56.5,7.5,0.691516709511568
"993",3,70.3,63.6,5.7,0.526992287917738
"994",4,76.7,65.5,7.3,0.832904884318766
"995",5,84,66.9,5.9,0.781491002570694
"996",6,85.2,67.3,6,0.758354755784062
"997",7,84.4,66.5,5.3,0.840616966580977
"998",1,82.3,63.6,5.7,0.791773778920309
"999",2,81.1,58.7,5.6,0.817480719794344
"1000",3,82,59.4,7.5,0.632390745501285
"1001",4,70.8,54.9,10.1,0.573264781491003
"1002",5,62.9,44.6,7.8,0.55012853470437
"1003",6,64.3,46.4,9.6,0.789203084832905
"1004",7,61.8,45.3,9.5,0.622107969151671
"1005",1,61.5,41.3,8.2,0.894601542416452
"1006",2,70.5,47.5,9,0.640102827763496
"1007",3,72.2,59.5,10.7,0.604113110539846
"1008",4,70.7,63.3,9.2,0.61439588688946
"1009",5,65.9,51.9,4.4,0.627249357326478
"1010",6,65.2,61.7,5.7,0.629820051413882
"1011",7,70.5,61.4,13,0.534704370179949
"1012",1,65.5,53.6,9.4,0.552699228791774
"1013",2,67.5,51.8,3.2,0.624678663239075
"1014",3,63.9,57,11.8,0.51413881748072
"1015",4,59.5,56.5,13.7,0.29305912596401
"1016",5,58.1,53.5,6.9,0.673521850899743
"1017",6,62.1,55.4,6.2,0.681233933161954
"1018",7,64.6,61.3,5,0.370179948586118
"1019",1,60.9,55.7,12.9,0.349614395886889
"1020",2,52.3,40.1,7.1,0.663239074550129
"1021",3,57.4,40.2,9.9,0.555269922879177
"1022",4,60,41,10.2,0.696658097686375
"1023",5,61.1,37.6,7.2,0.694087403598972
"1024",6,64.7,46,7.4,0.889460154241645
"1025",7,68.6,51.9,11.3,0.799485861182519
"1026",1,66,56.6,12.5,0.604113110539846
"1027",2,53.1,51.5,8.6,0.609254498714653
"1028",3,47.8,44.9,11,0.478149100257069
"1029",4,44.8,33.6,7,0.542416452442159
"1030",5,48.2,37.4,7.5,0.645244215938303
"1031",6,45.3,33.6,13.6,0.809768637532134
"1032",7,38.7,31.1,10.9,0.55012853470437
"1033",1,40,27.8,7.6,0.496143958868895
"1034",2,45,30.4,11.5,0.526992287917738
"1035",3,37.8,22.7,12.2,0.652956298200514
"1036",4,39.8,29.6,6.8,0.814910025706941
"1037",5,47.6,46.5,4.9,0.562982005141388
"1038",6,45.9,38.8,10.4,0.735218508997429
"1039",7,46,41.2,8.3,0.645244215938303
"1040",1,51.5,50.4,2.9,0.694087403598972
"1041",2,41.7,32.8,10.3,0.55012853470437
"1042",3,43.4,33.4,10.3,0.447300771208226
"1043",4,37.8,27.1,4.6,0.655526992287918
"1044",5,39,25.9,9,0.393316195372751
"1045",6,24.9,11.2,8.4,0.44987146529563
"1046",7,30.1,16.7,7.9,0.475578406169666
"1047",1,39,31.3,3.5,0.416452442159383
"1048",2,37.9,34.4,5.2,0.552699228791774
"1049",3,40.8,34.1,7.3,0.506426735218509
"1050",4,47.9,40.7,10.6,0.529562982005141
"1051",5,36.2,27.6,10.4,0.670951156812339
"1052",6,39.5,31.9,8.8,0.606683804627249
"1053",7,43.7,41.9,12.2,0.496143958868895
"1054",1,35,23.1,12.3,0.480719794344473
"1055",2,39.2,26.4,11.8,0.665809768637532
"1056",3,42.1,29.1,13.3,0.434447300771208
"1057",4,29.2,15.3,8,0.390745501285347
"1058",5,37.2,21.7,8,0.102827763496144
"1059",6,44.8,31.5,10,0.462724935732648
"1060",7,48.8,35.9,10.4,0.542416452442159
"1061",1,38.9,25.4,6.6,0.413881748071979
"1062",2,46.3,34.2,4.5,0.696658097686375
"1063",3,55.8,35.8,13.9,0.719794344473008
"1064",4,44.3,27.7,6.8,0.688946015424165
"1065",5,47.3,29.1,8.8,0.634961439588689
"1067",7,44.2,28.7,4.9,0.655526992287918
"1068",1,44.6,31.6,3.6,0.444730077120823
"1069",2,57.1,40.1,15.2,0.786632390745501
"1070",3,41.3,26.8,22.4,0.532133676092545
"1071",4,31.7,13.8,13.8,0.537275064267352
"1072",5,25.6,13.4,11.3,0.313624678663239
"1073",6,25.2,9.6,10.3,0.596401028277635
"1074",7,30,20.1,12.4,0.401028277634961
"1075",1,26.9,16.9,9,0.413881748071979
"1076",2,31.5,21.9,6.5,0.606683804627249
"1077",3,25.2,15.2,14,0.465295629820051
"1078",4,27.9,15.4,11.3,0.506426735218509
"1079",5,25.2,14.8,10.7,0.552699228791774
"1080",6,26.8,16,9.1,0.681233933161954
"1081",7,39.5,24.3,7.9,0.691516709511568
"1082",1,38.8,32.6,3.3,0.580976863753213
"1083",2,43.7,39,8.5,0.573264781491003
"1084",3,44.2,34.2,11.1,0.668380462724936
"1085",4,35.1,19.4,8,0.516709511568123
"1086",5,36.1,24.9,7.5,0.627249357326478
"1087",6,38.7,31.5,6.6,0.722365038560411
"1088",7,32.8,22.7,9.3,0.542416452442159
"1089",1,22.4,14.3,7.2,0
"1091",3,3.6,-8.1,9.8,0.0591259640102828
"1092",4,2.3,-8.5,7.9,0.051413881748072
"1093",5,7.2,-1.7,5.1,0.251928020565553
"1094",6,12.7,7.1,6.9,0.182519280205656
"1095",7,10.5,2.1,11.2,0.303341902313625
"1096",1,1.1,-8,7,0.0976863753213368
"1098",3,-2.8,-10.6,9.2,0.142487046632124
"1099",4,12.2,3.5,11,0.181347150259067
"1100",5,8.3,-2.6,11.1,0.251295336787565
"1101",6,5.3,-5.3,9.2,0.411917098445596
"1102",7,6.7,-5.4,5.5,0.209844559585492
"1103",1,17.7,7.3,11.1,0.0725388601036269
"1104",2,34,29.8,12,0.295336787564767
"1105",3,30.5,28.2,6,0.380829015544041
"1106",4,38.6,37.6,10.6,0.55699481865285
"1107",5,56.6,53.9,15.9,0.505181347150259
"1108",6,24.3,18.2,16.8,0.523316062176166
"1109",7,14,-0.3,12.5,0.290155440414508
"1110",1,13.2,0.6,6.4,0.152849740932642
"1111",2,19,14.6,10.8,0.0647668393782383
"1112",3,14.4,8.1,10.2,0.282383419689119
"1113",4,14.3,7.3,8.2,0.373056994818653
"1114",5,22.6,12.7,14.9,0.313471502590674
"1115",6,32.6,21.7,12.5,0.528497409326425
"1116",7,39.7,30.2,10.4,0.582901554404145
"1117",1,41.8,39.5,4.7,0.551813471502591
"1118",2,48.9,47.6,9,0.567357512953368
"1119",3,36,31,10.1,0.551813471502591
"1120",4,29.4,22.8,5.9,0.27979274611399
"1121",5,32.9,25.2,7.6,0.352331606217617
"1122",6,43.4,32.2,12.3,0.66839378238342
"1123",7,48.5,30.8,13.8,0.645077720207254
"1124",1,36.3,28,6.2,0.430051813471503
"1125",2,28.4,20.1,13.2,0.380829015544041
"1126",3,22.2,11,6.8,0.339378238341969
"1127",4,35.8,21.3,14.5,0.525906735751295
"1128",5,28.8,14.8,11.5,0.601036269430052
"1129",6,11.8,-5.4,10.2,0.437823834196891
"1130",7,27.6,9.3,11.4,0.321243523316062
"1131",1,26.7,20,13.3,0.0181347150259067
"1132",2,6.6,-2.3,7,0.0984455958549223
"1133",3,13.4,6.9,4.8,0.215025906735751
"1134",4,18.4,12.2,7.1,0.0984455958549223
"1135",5,14.4,6.6,6.9,0.132124352331606
"1136",6,24.8,21.5,7.6,0
"1137",7,21,15.5,10.5,0.0751295336787565
"1138",1,22.4,17.9,8,0.0829015544041451
"1139",2,16.9,5.8,6.4,0.173575129533679
"1140",3,24.5,14.1,5.7,0.360103626943005
"1141",4,34,28.4,7.4,0.404145077720207
"1142",5,41.5,41.2,5.8,0.5
"1143",6,36.2,25.6,10.6,0.409326424870466
"1144",7,25.4,16.8,6.7,0.256476683937824
"1145",1,29,24.5,8.9,0.212435233160622
"1146",2,44.5,41,8.9,0.308290155440414
"1147",3,59.3,57.7,11.5,0.362694300518135
"1148",4,32.8,26.8,10.2,0.347150259067358
"1149",5,34.6,27.2,12.7,0.44559585492228
"1150",6,40.7,37.6,10.3,0.430051813471503
"1151",7,37.7,32.5,9.5,0.455958549222798
"1152",1,41.6,31.9,17.9,0.38860103626943
"1153",2,41.9,26.9,8.1,0.310880829015544
"1154",3,50.1,32.1,11.1,0.481865284974093
"1155",4,51.8,39.9,9.9,0.367875647668394
"1156",5,39.5,35.3,11.7,0.83419689119171
"1157",6,37.4,24,6,0.481865284974093
"1158",7,38.1,20.7,7.3,0.411917098445596
"1159",1,38.6,22.1,8.8,0.370466321243523
"1160",2,37.9,20,13.8,0.414507772020725
"1161",3,36.1,32.7,8.4,0.383419689119171
"1162",4,31.7,22.6,11.9,0.39119170984456
"1163",5,28.8,14.5,10,0.401554404145078
